Company Name,Supplier Type,Brand Name,Product Categories,Key Strength Sub Categories,Secondary Products,Country,Province,City,Town,Address,Primary Contact Name,Calling Number,Email,Current Status,Supplier Grade,Potential,Visited Factory?,Visit Remarks
test544,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 5440 Industry Road,Mr. Manager 544,+86 13800000544,supplier544@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 544
test545,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 5450 Industry Road,Mr. Manager 545,+86 13800000545,supplier545@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 545
test546,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 5460 Industry Road,Mr. Manager 546,+86 13800000546,supplier546@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 546
test547,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 5470 Industry Road,Mr. Manager 547,+86 13800000547,supplier547@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 547
test548,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 5480 Industry Road,Mr. Manager 548,+86 13800000548,supplier548@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 548
test549,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 5490 Industry Road,Mr. Manager 549,+86 13800000549,supplier549@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 549
test550,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 5500 Industry Road,Mr. Manager 550,+86 13800000550,supplier550@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 550
test551,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 5510 Industry Road,Mr. Manager 551,+86 13800000551,supplier551@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 551
test552,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 5520 Industry Road,Mr. Manager 552,+86 13800000552,supplier552@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 552
test553,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 5530 Industry Road,Mr. Manager 553,+86 13800000553,supplier553@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 553
test554,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 5540 Industry Road,Mr. Manager 554,+86 13800000554,supplier554@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 554
test555,Trader,Yinglima Supplier 6,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 5550 Industry Road,Mr. Manager 555,+86 13800000555,supplier555@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 555
test556,Manufacturer,Yinglima Supplier 7,Filteration,Vacuum Packers,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 5560 Industry Road,Mr. Manager 556,+86 13800000556,supplier556@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 556
test557,Trader,Yinglima Supplier 8,Pumps,Solvents,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 5570 Industry Road,Mr. Manager 557,+86 13800000557,supplier557@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 557
test558,Manufacturer,Yinglima Supplier 9,Machines,Band Sealer,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 5580 Industry Road,Mr. Manager 558,+86 13800000558,supplier558@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 558
test559,Trader,Yinglima Supplier 10,Food Ingredients,Citric Acid,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 5590 Industry Road,Mr. Manager 559,+86 13800000559,supplier559@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 559
test560,Manufacturer,Yinglima Supplier 1,Chemicals,Caustic Soda,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 5600 Industry Road,Mr. Manager 560,+86 13800000560,supplier560@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 560
test561,Trader,Yinglima Supplier 2,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 5610 Industry Road,Mr. Manager 561,+86 13800000561,supplier561@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 561
test562,Manufacturer,Yinglima Supplier 3,Filteration,Vacuum Packers,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 5620 Industry Road,Mr. Manager 562,+86 13800000562,supplier562@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 562
test563,Trader,Yinglima Supplier 4,Pumps,Solvents,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 5630 Industry Road,Mr. Manager 563,+86 13800000563,supplier563@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 563
test564,Manufacturer,Yinglima Supplier 5,Machines,Band Sealer,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 5640 Industry Road,Mr. Manager 564,+86 13800000564,supplier564@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 564
test565,Trader,Yinglima Supplier 6,Food Ingredients,Citric Acid,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 5650 Industry Road,Mr. Manager 565,+86 13800000565,supplier565@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 565
test566,Manufacturer,Yinglima Supplier 7,Chemicals,Caustic Soda,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 5660 Industry Road,Mr. Manager 566,+86 13800000566,supplier566@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 566
test567,Trader,Yinglima Supplier 8,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 5670 Industry Road,Mr. Manager 567,+86 13800000567,supplier567@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 567
test568,Manufacturer,Yinglima Supplier 9,Filteration,Vacuum Packers,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 5680 Industry Road,Mr. Manager 568,+86 13800000568,supplier568@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 568
test569,Trader,Yinglima Supplier 10,Pumps,Solvents,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 5690 Industry Road,Mr. Manager 569,+86 13800000569,supplier569@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 569
test570,Manufacturer,Yinglima Supplier 1,Machines,Band Sealer,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 5700 Industry Road,Mr. Manager 570,+86 13800000570,supplier570@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 570
test571,Trader,Yinglima Supplier 2,Food Ingredients,Citric Acid,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 5710 Industry Road,Mr. Manager 571,+86 13800000571,supplier571@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 571
test572,Manufacturer,Yinglima Supplier 3,Chemicals,Caustic Soda,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 5720 Industry Road,Mr. Manager 572,+86 13800000572,supplier572@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 572
test573,Trader,Yinglima Supplier 4,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 5730 Industry Road,Mr. Manager 573,+86 13800000573,supplier573@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 573
test574,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 5740 Industry Road,Mr. Manager 574,+86 13800000574,supplier574@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 574
test575,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 5750 Industry Road,Mr. Manager 575,+86 13800000575,supplier575@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 575
test576,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 5760 Industry Road,Mr. Manager 576,+86 13800000576,supplier576@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 576
test577,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 5770 Industry Road,Mr. Manager 577,+86 13800000577,supplier577@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 577
test578,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 5780 Industry Road,Mr. Manager 578,+86 13800000578,supplier578@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 578
test579,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 5790 Industry Road,Mr. Manager 579,+86 13800000579,supplier579@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 579
test580,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 5800 Industry Road,Mr. Manager 580,+86 13800000580,supplier580@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 580
test581,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 5810 Industry Road,Mr. Manager 581,+86 13800000581,supplier581@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 581
test582,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 5820 Industry Road,Mr. Manager 582,+86 13800000582,supplier582@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 582
test583,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 5830 Industry Road,Mr. Manager 583,+86 13800000583,supplier583@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 583
test584,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 5840 Industry Road,Mr. Manager 584,+86 13800000584,supplier584@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 584
test585,Trader,Yinglima Supplier 6,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 5850 Industry Road,Mr. Manager 585,+86 13800000585,supplier585@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 585
test586,Manufacturer,Yinglima Supplier 7,Filteration,Vacuum Packers,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 5860 Industry Road,Mr. Manager 586,+86 13800000586,supplier586@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 586
test587,Trader,Yinglima Supplier 8,Pumps,Solvents,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 5870 Industry Road,Mr. Manager 587,+86 13800000587,supplier587@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 587
test588,Manufacturer,Yinglima Supplier 9,Machines,Band Sealer,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 5880 Industry Road,Mr. Manager 588,+86 13800000588,supplier588@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 588
test589,Trader,Yinglima Supplier 10,Food Ingredients,Citric Acid,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 5890 Industry Road,Mr. Manager 589,+86 13800000589,supplier589@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 589
test590,Manufacturer,Yinglima Supplier 1,Chemicals,Caustic Soda,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 5900 Industry Road,Mr. Manager 590,+86 13800000590,supplier590@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 590
test591,Trader,Yinglima Supplier 2,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 5910 Industry Road,Mr. Manager 591,+86 13800000591,supplier591@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 591
test592,Manufacturer,Yinglima Supplier 3,Filteration,Vacuum Packers,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 5920 Industry Road,Mr. Manager 592,+86 13800000592,supplier592@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 592
test593,Trader,Yinglima Supplier 4,Pumps,Solvents,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 5930 Industry Road,Mr. Manager 593,+86 13800000593,supplier593@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 593
test594,Manufacturer,Yinglima Supplier 5,Machines,Band Sealer,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 5940 Industry Road,Mr. Manager 594,+86 13800000594,supplier594@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 594
test595,Trader,Yinglima Supplier 6,Food Ingredients,Citric Acid,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 5950 Industry Road,Mr. Manager 595,+86 13800000595,supplier595@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 595
test596,Manufacturer,Yinglima Supplier 7,Chemicals,Caustic Soda,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 5960 Industry Road,Mr. Manager 596,+86 13800000596,supplier596@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 596
test597,Trader,Yinglima Supplier 8,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 5970 Industry Road,Mr. Manager 597,+86 13800000597,supplier597@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 597
test598,Manufacturer,Yinglima Supplier 9,Filteration,Vacuum Packers,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 5980 Industry Road,Mr. Manager 598,+86 13800000598,supplier598@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 598
test599,Trader,Yinglima Supplier 10,Pumps,Solvents,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 5990 Industry Road,Mr. Manager 599,+86 13800000599,supplier599@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 599
test600,Manufacturer,Yinglima Supplier 1,Machines,Band Sealer,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 6000 Industry Road,Mr. Manager 600,+86 13800000600,supplier600@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 600
test601,Trader,Yinglima Supplier 2,Food Ingredients,Citric Acid,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 6010 Industry Road,Mr. Manager 601,+86 13800000601,supplier601@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 601
test602,Manufacturer,Yinglima Supplier 3,Chemicals,Caustic Soda,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 6020 Industry Road,Mr. Manager 602,+86 13800000602,supplier602@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 602
test603,Trader,Yinglima Supplier 4,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 6030 Industry Road,Mr. Manager 603,+86 13800000603,supplier603@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 603
test604,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 6040 Industry Road,Mr. Manager 604,+86 13800000604,supplier604@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 604
test605,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 6050 Industry Road,Mr. Manager 605,+86 13800000605,supplier605@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 605
test606,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 6060 Industry Road,Mr. Manager 606,+86 13800000606,supplier606@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 606
test607,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 6070 Industry Road,Mr. Manager 607,+86 13800000607,supplier607@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 607
test608,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 6080 Industry Road,Mr. Manager 608,+86 13800000608,supplier608@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 608
test609,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 6090 Industry Road,Mr. Manager 609,+86 13800000609,supplier609@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 609
test610,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 6100 Industry Road,Mr. Manager 610,+86 13800000610,supplier610@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 610
test611,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 6110 Industry Road,Mr. Manager 611,+86 13800000611,supplier611@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 611
test612,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 6120 Industry Road,Mr. Manager 612,+86 13800000612,supplier612@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 612
test613,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 6130 Industry Road,Mr. Manager 613,+86 13800000613,supplier613@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 613
test614,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 6140 Industry Road,Mr. Manager 614,+86 13800000614,supplier614@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 614
test615,Trader,Yinglima Supplier 6,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 6150 Industry Road,Mr. Manager 615,+86 13800000615,supplier615@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 615
test616,Manufacturer,Yinglima Supplier 7,Filteration,Vacuum Packers,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 6160 Industry Road,Mr. Manager 616,+86 13800000616,supplier616@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 616
test617,Trader,Yinglima Supplier 8,Pumps,Solvents,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 6170 Industry Road,Mr. Manager 617,+86 13800000617,supplier617@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 617
test618,Manufacturer,Yinglima Supplier 9,Machines,Band Sealer,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 6180 Industry Road,Mr. Manager 618,+86 13800000618,supplier618@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 618
test619,Trader,Yinglima Supplier 10,Food Ingredients,Citric Acid,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 6190 Industry Road,Mr. Manager 619,+86 13800000619,supplier619@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 619
test620,Manufacturer,Yinglima Supplier 1,Chemicals,Caustic Soda,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 6200 Industry Road,Mr. Manager 620,+86 13800000620,supplier620@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 620
test621,Trader,Yinglima Supplier 2,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 6210 Industry Road,Mr. Manager 621,+86 13800000621,supplier621@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 621
test622,Manufacturer,Yinglima Supplier 3,Filteration,Vacuum Packers,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 6220 Industry Road,Mr. Manager 622,+86 13800000622,supplier622@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 622
test623,Trader,Yinglima Supplier 4,Pumps,Solvents,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 6230 Industry Road,Mr. Manager 623,+86 13800000623,supplier623@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 623
test624,Manufacturer,Yinglima Supplier 5,Machines,Band Sealer,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 6240 Industry Road,Mr. Manager 624,+86 13800000624,supplier624@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 624
test625,Trader,Yinglima Supplier 6,Food Ingredients,Citric Acid,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 6250 Industry Road,Mr. Manager 625,+86 13800000625,supplier625@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 625
test626,Manufacturer,Yinglima Supplier 7,Chemicals,Caustic Soda,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 6260 Industry Road,Mr. Manager 626,+86 13800000626,supplier626@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 626
test627,Trader,Yinglima Supplier 8,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 6270 Industry Road,Mr. Manager 627,+86 13800000627,supplier627@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 627
test628,Manufacturer,Yinglima Supplier 9,Filteration,Vacuum Packers,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 6280 Industry Road,Mr. Manager 628,+86 13800000628,supplier628@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 628
test629,Trader,Yinglima Supplier 10,Pumps,Solvents,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 6290 Industry Road,Mr. Manager 629,+86 13800000629,supplier629@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 629
test630,Manufacturer,Yinglima Supplier 1,Machines,Band Sealer,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 6300 Industry Road,Mr. Manager 630,+86 13800000630,supplier630@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 630
test631,Trader,Yinglima Supplier 2,Food Ingredients,Citric Acid,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 6310 Industry Road,Mr. Manager 631,+86 13800000631,supplier631@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 631
test632,Manufacturer,Yinglima Supplier 3,Chemicals,Caustic Soda,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 6320 Industry Road,Mr. Manager 632,+86 13800000632,supplier632@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 632
test633,Trader,Yinglima Supplier 4,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 6330 Industry Road,Mr. Manager 633,+86 13800000633,supplier633@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 633
test634,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 6340 Industry Road,Mr. Manager 634,+86 13800000634,supplier634@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 634
test635,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 6350 Industry Road,Mr. Manager 635,+86 13800000635,supplier635@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 635
test636,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 6360 Industry Road,Mr. Manager 636,+86 13800000636,supplier636@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 636
test637,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 6370 Industry Road,Mr. Manager 637,+86 13800000637,supplier637@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 637
test638,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 6380 Industry Road,Mr. Manager 638,+86 13800000638,supplier638@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 638
test639,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 6390 Industry Road,Mr. Manager 639,+86 13800000639,supplier639@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 639
test640,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 6400 Industry Road,Mr. Manager 640,+86 13800000640,supplier640@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 640
test641,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 6410 Industry Road,Mr. Manager 641,+86 13800000641,supplier641@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 641
test642,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 6420 Industry Road,Mr. Manager 642,+86 13800000642,supplier642@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 642
test643,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 6430 Industry Road,Mr. Manager 643,+86 13800000643,supplier643@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 643
test644,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 6440 Industry Road,Mr. Manager 644,+86 13800000644,supplier644@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 644
